31	31	31	31	4	4	4	4	4	31	31	31	31	4	29	4	4	4	4	3	27	27	27	27	25	27	3	3	3	3	3	3	3	2	3	25	3	3	3	2	2	2	13	13	13	13	13	13	13	13	23	15	23	23	23	23	23	23	29	29	
29	29	29	29	29	29	29	11	4	4	4	27	27	25	25	25	25	2	2	2	2	3	3	3	3	3	2	2	3	3	3	27	25	2	2	2	2	4	2	2	2	2	2	13	23	23	23	23	23	23	23	23	29	29	23	29	29	29	23	29	
29	31	31	14	4	29	14	14	4	11	27	27	25	25	25	25	3	3	3	2	3	3	3	2	3	3	2	2	2	27	4	4	2	2	4	4	4	4	4	4	11	13	23	23	29	29	29	23	23	21	21	30	8	29	29	29	29	29	29	29	
4	4	4	4	27	14	14	14	27	27	27	4	4	27	27	11	27	27	2	2	27	27	27	27	3	3	3	2	4	4	2	2	2	2	2	2	2	2	2	13	13	13	13	13	13	6	5	13	6	6	6	6	6	6	29	29	23	29	29	29	
4	31	30	29	4	4	14	4	27	27	11	27	27	4	27	27	25	27	26	2	2	2	2	2	27	2	2	3	3	3	25	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	11	27	11	12	4	4	4	29	13	12	12	12	4	4	
31	32	32	31	29	29	29	29	29	4	4	27	27	25	25	27	27	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	2	2	2	5	5	5	6	6	23	23	23	23	23	23	23	23	6	8	8	8	29	8	8	29	
4	29	4	4	4	4	4	2	2	2	25	27	25	25	25	2	2	2	2	27	27	3	2	2	3	2	2	2	2	2	2	13	2	2	2	2	2	2	2	13	13	23	13	23	23	29	23	23	6	6	29	23	23	29	29	29	23	29	29	29	
30	30	30	4	27	25	25	27	2	27	27	25	25	27	25	25	25	3	27	25	25	25	3	3	3	3	3	25	3	3	3	3	3	3	4	4	2	2	2	2	2	2	2	5	13	13	13	29	29	6	6	6	8	8	21	29	29	8	29	29	
31	29	29	4	27	27	27	25	27	3	3	3	3	3	3	3	25	25	25	3	3	3	3	25	3	3	3	2	2	2	2	2	26	26	4	4	4	4	23	23	23	23	23	23	6	7	8	8	29	29	29	29	29	29	29	29	29	29	30	31	
30	30	31	29	31	31	14	27	27	28	27	27	27	27	25	27	27	27	3	3	3	3	3	2	25	25	2	2	2	25	25	2	2	2	2	4	4	4	4	13	4	4	23	6	4	29	29	29	29	8	8	29	29	29	29	29	29	29	29	30	
4	4	4	4	4	27	27	27	27	25	25	27	2	25	25	3	25	25	3	3	3	25	25	3	3	3	3	3	3	3	2	2	2	2	5	5	5	5	3	4	2	29	29	13	6	6	6	23	23	6	29	29	29	8	29	29	29	29	29	29	
31	31	29	29	4	14	14	4	4	4	27	27	27	27	27	27	2	3	3	3	3	3	27	25	25	3	3	3	3	3	3	3	3	3	3	3	2	2	5	4	4	2	2	4	4	23	21	6	6	6	6	5	6	6	8	6	23	23	23	29	
23	13	13	23	23	14	14	14	14	14	14	14	27	27	27	27	27	2	2	2	3	4	4	4	4	4	27	11	14	13	13	13	4	13	6	23	23	23	23	23	23	23	23	23	8	8	8	30	30	24	23	29	30	30	30	30	30	30	30	29	
29	29	4	29	29	29	29	4	29	29	29	4	27	27	25	25	25	25	3	3	2	2	25	25	25	2	2	13	13	23	15	21	15	15	23	23	23	23	23	23	23	23	23	29	23	23	23	23	23	24	24	24	30	30	30	30	30	24	32	24	
29	29	4	4	4	29	29	4	27	27	27	25	25	27	27	11	2	27	27	26	26	26	4	4	11	11	4	4	4	2	13	4	15	11	13	13	15	15	21	23	23	23	23	24	22	23	29	24	24	29	29	24	24	24	24	24	29	30	30	30	
31	29	29	29	29	14	4	4	14	4	4	27	27	27	25	27	27	27	2	27	27	27	27	2	2	27	2	4	4	13	5	5	5	2	13	13	13	13	23	23	23	23	13	23	23	23	23	23	6	29	29	29	29	29	30	24	24	21	21	30	
30	29	29	29	30	29	29	31	28	27	2	11	11	2	2	2	2	2	2	2	13	13	13	13	2	2	2	2	5	13	13	13	13	13	13	13	6	6	6	6	23	6	6	6	23	6	29	29	8	29	29	29	23	23	24	24	24	24	30	30	
30	8	30	30	29	4	4	2	2	2	2	2	2	2	2	4	4	4	3	3	2	4	11	4	4	4	15	15	15	15	15	11	15	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	24	29	29	29	23	23	29	24	24	29	29	29	
29	29	29	29	4	29	23	23	14	14	4	27	25	25	25	25	2	2	2	2	13	2	13	13	13	13	13	2	2	2	13	13	13	13	13	13	13	13	13	23	23	23	23	23	23	23	6	23	23	6	6	29	23	23	23	23	23	24	24	24	
29	4	4	4	27	27	27	27	25	25	25	25	26	26	2	2	2	2	2	2	2	2	2	2	13	13	13	13	13	21	15	15	15	23	13	13	23	23	23	23	29	6	6	6	6	29	23	29	23	15	24	23	24	14	14	11	31	29	14	14	
