9	9	9	9	9	11	11	11	11	13	13	29	29	31	28	11	11	11	11	11	11	11	13	23	23	24	24	24	24	24	24	24	24	23	23	23	23	23	22	23	24	30	30	22	22	32	30	30	30	30	30	30	30	30	30	32	22	30	30	30	
1	9	9	9	2	2	2	2	4	27	27	11	11	2	2	2	11	23	23	23	23	23	23	23	24	24	24	23	23	24	24	24	24	24	22	22	24	23	23	22	22	30	30	30	30	30	30	30	30	30	30	22	22	22	22	22	32	30	30	30	
13	9	9	9	9	9	11	26	27	4	31	31	14	14	11	11	11	14	24	23	24	24	20	20	24	20	20	20	24	24	20	20	22	22	22	22	22	22	24	22	22	24	30	24	24	30	30	30	24	22	22	22	22	22	21	22	22	30	24	24	
9	9	9	9	9	9	9	27	25	27	11	27	27	11	4	4	11	15	15	23	23	23	23	23	23	20	23	20	20	20	22	22	22	24	24	24	24	24	30	30	30	30	8	8	24	24	30	22	22	24	30	30	30	30	30	22	30	30	30	30	
2	3	2	2	11	31	4	4	28	31	31	30	31	31	24	24	24	20	24	24	24	20	20	20	20	21	20	24	24	20	22	22	30	30	22	22	22	8	22	30	22	22	22	22	8	30	22	22	22	22	22	22	30	30	30	30	24	23	30	23	
9	11	10	10	10	25	27	27	27	27	27	11	28	28	31	31	31	31	24	24	24	24	23	23	22	20	20	22	24	24	20	22	22	22	22	24	22	22	22	8	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	30	30	30	30	
9	9	9	9	11	11	27	4	27	31	31	11	31	26	26	11	13	23	23	23	23	23	24	24	24	23	24	24	24	23	24	24	24	24	24	24	24	24	24	22	22	22	22	22	22	22	22	22	8	30	24	22	22	22	22	22	22	22	22	30	
9	9	9	9	11	26	26	27	27	11	28	28	28	12	12	29	23	15	23	23	23	23	23	22	24	24	24	22	30	30	24	22	22	22	22	24	22	23	23	22	22	22	22	22	22	22	30	30	22	30	30	30	30	30	30	24	24	24	24	24	
9	9	2	2	2	25	25	25	27	27	2	27	25	25	9	11	11	11	23	23	23	23	23	23	23	22	23	23	22	22	8	23	8	8	30	30	24	30	8	22	8	8	8	8	8	30	30	30	30	8	30	30	24	30	30	22	22	30	30	30	
9	3	2	2	2	2	14	14	26	21	21	11	11	11	31	11	11	11	15	15	15	23	23	23	24	24	24	22	22	24	24	24	22	22	24	24	22	22	30	30	8	22	22	8	22	22	22	8	8	22	22	22	22	22	22	30	30	30	30	22	
9	9	9	9	2	2	11	11	11	4	4	31	28	31	31	31	31	31	30	21	21	23	23	20	23	22	22	22	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	30	22	22	22	30	30	30	30	30	21	30	30	24	22	23	
9	9	9	9	9	2	10	4	11	11	27	31	31	31	31	31	31	26	28	11	15	15	15	15	23	23	24	24	24	24	24	24	24	22	30	30	30	24	24	30	24	24	22	22	30	30	22	22	30	30	30	22	30	30	30	30	30	30	30	22	
2	9	9	2	9	9	2	2	2	25	4	4	28	28	28	27	27	27	14	11	11	23	23	23	23	23	23	23	23	23	22	23	23	22	22	30	30	24	24	24	30	24	24	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	
2	9	9	11	2	2	9	9	26	4	4	4	28	4	4	31	28	12	11	11	23	15	23	23	23	23	23	23	24	24	30	30	30	24	22	22	22	8	8	8	8	8	8	8	8	29	30	30	30	30	8	30	30	30	30	30	30	30	30	30	
9	9	11	9	9	2	26	11	11	27	31	31	31	31	31	31	23	23	23	24	17	17	23	23	24	24	24	24	22	30	8	30	22	30	8	8	30	30	8	8	8	8	8	8	8	8	8	30	8	8	8	8	8	30	30	30	30	30	30	8	
9	9	11	13	4	27	27	31	31	31	31	31	31	31	24	24	24	23	23	23	21	21	21	21	22	24	24	24	22	22	22	22	22	22	22	30	30	30	8	8	8	8	22	8	8	8	8	8	8	8	8	8	8	30	30	24	22	30	30	30	
9	9	9	9	9	9	9	2	2	4	4	4	4	28	12	11	11	11	15	15	24	23	23	23	23	23	23	23	24	23	22	22	22	22	22	24	24	24	22	22	22	22	22	8	8	8	8	22	22	30	8	8	22	24	24	30	30	22	8	8	
10	10	10	28	28	28	31	31	31	31	31	31	31	11	15	15	15	21	21	20	22	21	22	23	23	22	22	22	22	22	22	22	22	22	22	22	22	30	30	30	30	8	30	8	8	8	22	8	8	8	8	8	30	8	8	22	22	22	30	30	
9	9	9	11	4	4	4	26	4	31	31	31	31	31	28	31	29	23	23	23	23	23	22	22	23	23	24	22	30	30	30	30	30	22	22	22	22	22	24	24	23	30	30	30	8	22	22	22	8	30	30	30	8	8	22	22	22	30	30	8	
28	28	28	31	23	23	23	23	23	23	23	23	23	23	22	22	22	21	22	22	22	22	22	22	22	22	22	22	22	30	30	30	30	30	30	30	22	30	30	30	30	30	30	30	30	30	30	30	30	22	22	30	30	30	30	30	30	8	30	30	
