3	1	3	3	3	1	1	1	1	1	1	1	1	1	2	2	2	9	27	27	27	27	2	3	2	2	3	3	2	13	13	15	11	13	4	2	13	13	13	13	29	11	11	29	13	11	11	13	29	29	29	29	29	29	29	31	29	29	4	29	
2	3	3	3	3	1	1	1	1	1	1	3	3	3	3	25	25	3	3	3	27	4	4	4	4	4	4	4	29	4	4	4	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	24	29	29	29	29	29	29	29	31	30	
4	2	3	3	3	1	1	1	1	1	1	1	1	25	25	2	2	2	25	25	25	25	25	2	2	25	2	2	2	2	4	2	2	4	27	11	11	11	12	14	11	11	11	11	4	4	11	27	11	11	11	31	31	31	31	31	29	29	29	31	
2	3	3	1	1	1	1	1	1	1	1	1	1	3	3	2	2	3	3	25	25	25	3	3	3	2	13	5	2	11	13	13	13	13	2	2	13	13	13	13	13	29	29	29	29	29	4	4	4	29	29	29	29	6	2	5	2	4	29	29	
26	27	11	11	11	2	3	3	1	1	1	1	1	1	1	1	1	1	3	3	2	3	3	3	25	25	3	3	3	3	2	5	5	13	11	29	13	13	2	2	13	13	13	13	13	13	29	29	29	29	4	4	4	29	29	29	29	6	2	5	
27	2	4	4	4	3	3	3	1	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	4	4	29	29	11	4	4	4	4	4	4	4	29	29	29	4	4	4	4	31	31	31	31	31	31	31	31	4	4	
4	27	4	2	4	4	7	3	5	1	1	3	3	3	3	3	3	3	3	9	10	10	3	2	27	11	2	4	29	29	4	4	4	12	29	29	29	11	11	4	29	4	4	4	29	4	4	29	29	4	11	11	4	31	4	4	12	4	4	29	
2	4	4	4	3	3	3	3	3	3	1	3	2	2	2	2	25	10	3	3	3	2	2	25	2	2	2	13	4	4	4	2	11	11	11	13	13	29	29	29	29	29	29	29	29	29	29	31	11	11	31	31	31	31	31	30	29	29	31	29	
28	27	4	4	4	4	2	4	7	5	5	1	3	3	3	3	3	3	3	3	3	3	25	3	3	3	2	3	3	3	5	5	5	7	2	2	3	4	4	4	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	31	
28	28	4	27	11	2	7	5	3	1	1	1	1	1	3	3	3	3	3	25	25	25	25	27	27	25	10	11	13	4	4	4	13	13	12	12	4	12	12	29	23	23	29	29	29	29	29	29	31	12	11	29	31	31	31	31	31	31	29	31	
1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	27	27	2	2	27	27	4	11	13	27	27	27	27	27	27	11	11	29	29	31	29	29	11	11	29	29	31	28	31	31	4	31	31	28	27	4	4	4	4	4	
3	3	3	1	1	3	3	3	3	2	1	3	1	2	2	2	2	3	2	2	2	2	27	27	27	27	27	13	13	2	27	27	27	27	4	14	4	4	11	11	11	11	4	11	4	4	31	31	28	31	31	29	31	31	29	31	4	29	31	28	
3	3	3	3	25	2	2	2	25	2	2	2	2	2	2	9	2	10	10	9	2	13	13	2	27	4	29	29	4	13	13	4	4	4	27	4	4	4	4	4	4	11	11	31	28	31	29	31	4	4	4	29	31	31	31	29	4	11	4	4	
1	1	1	1	1	1	1	1	2	2	2	9	27	27	27	2	2	3	2	2	3	2	2	13	13	11	13	13	2	2	13	13	13	13	29	11	29	13	11	11	11	13	29	29	29	23	29	29	4	31	29	4	4	29	4	4	29	29	29	29	
1	1	1	1	1	1	3	3	3	3	25	25	3	3	3	27	4	4	4	4	4	4	4	29	4	4	4	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	24	29	29	29	29	29	29	29	31	30	30	30	30	30	30	
1	1	1	3	1	1	1	1	2	25	2	2	2	25	25	25	25	25	2	2	2	2	2	5	2	4	2	2	4	27	4	11	11	12	14	11	11	11	11	4	4	11	27	11	11	11	31	31	31	31	31	29	29	29	31	31	29	29	31	4	
1	1	1	1	1	1	1	1	1	3	3	2	2	3	3	25	25	25	3	3	3	2	13	5	5	11	11	13	13	13	2	2	13	13	13	13	13	29	29	29	29	29	4	4	4	29	29	29	29	6	2	5	2	4	29	29	29	31	29	29	
3	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	4	4	4	29	11	4	4	4	4	4	4	4	29	29	29	4	4	4	4	31	31	31	31	31	31	31	31	4	4	29	29	29	29	29	29	29	29	
5	1	1	3	3	3	3	3	3	3	9	9	10	3	2	27	10	27	2	4	29	4	4	4	12	29	29	13	11	11	4	4	29	4	4	4	29	4	29	29	29	11	11	11	4	31	4	12	28	4	29	29	4	4	4	29	29	29	29	31	
3	3	3	3	2	2	2	2	3	3	3	3	3	2	2	25	2	2	2	13	4	4	4	2	11	11	11	13	13	29	29	29	29	29	29	29	29	29	4	31	11	11	31	31	31	31	30	30	29	29	31	29	29	30	29	29	31	28	28	31	
