4	4	2	25	2	11	11	9	10	10	10	26	11	10	11	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	10	10	11	13	13	13	4	13	13	12	13	13	13	13	13	14	14	14	14	14	14	13	12	12	13	13	13	
3	2	2	2	4	3	3	3	4	4	11	11	3	4	4	4	4	2	11	11	10	11	11	4	14	13	10	9	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	29	6	6	6	6	29	13	4	11	11	11	11	11	11	11	
11	11	2	2	11	3	3	2	11	11	11	28	28	28	11	11	28	4	11	11	11	11	11	11	13	13	13	13	13	13	13	13	13	13	13	13	13	13	11	11	13	13	13	29	4	13	13	13	4	4	4	4	14	28	4	13	13	11	13	13	
11	3	3	4	3	10	11	11	4	4	11	11	28	28	28	2	2	11	11	9	10	11	5	13	13	13	13	13	13	13	13	13	13	13	13	13	13	11	14	11	11	11	14	11	13	13	11	4	4	4	6	29	4	4	29	29	29	29	29	13	
11	2	2	11	2	2	4	11	11	27	28	3	11	10	3	3	3	10	10	10	10	2	2	2	6	5	13	13	13	13	13	13	13	13	13	13	13	11	11	13	13	13	13	11	4	4	14	14	4	14	14	28	11	11	11	11	27	14	13	13	
4	4	4	4	11	11	11	11	4	11	11	4	3	11	11	3	4	4	3	10	2	3	2	13	13	13	13	13	13	6	13	13	11	14	13	13	13	13	13	13	11	11	11	11	11	11	11	29	11	11	29	29	29	4	11	11	11	4	4	4	
3	3	3	3	3	3	11	11	4	11	3	3	3	11	3	11	11	11	11	13	13	13	13	13	13	13	13	14	11	11	13	13	13	13	13	11	13	14	14	14	14	14	14	11	14	29	14	11	11	4	31	31	14	14	14	14	14	14	14	14	
11	11	11	3	3	3	11	4	4	11	4	4	4	28	11	10	4	2	11	11	10	26	28	4	4	13	13	13	13	13	13	13	11	15	13	13	13	13	13	11	11	14	13	14	11	29	14	13	4	27	11	14	28	11	11	11	14	12	13	13	
11	4	4	4	4	3	4	4	4	4	10	28	28	28	4	28	4	25	10	10	26	14	13	13	13	13	13	13	13	13	13	13	13	13	14	11	11	11	12	12	12	12	29	29	29	29	29	29	29	31	4	4	4	14	4	4	13	13	14	14	
11	28	4	2	11	2	4	11	28	4	11	11	13	2	13	13	13	13	13	13	13	13	13	13	13	13	11	13	14	11	11	14	14	14	14	29	29	13	13	29	13	13	29	4	27	11	13	2	13	13	13	13	6	6	13	14	12	29	29	29	
4	3	28	28	4	4	4	10	11	27	26	28	28	28	14	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	4	4	4	6	13	11	28	4	13	6	13	13	4	4	4	4	11	11	12	13	13	13	13	12	11	11	11	
4	4	28	4	10	10	10	11	11	11	11	11	11	27	2	3	11	27	26	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	10	11	11	11	4	13	13	13	4	4	13	13	2	11	12	11	11	11	12	12	14	14	14	14	14	
4	31	12	11	11	4	4	11	11	10	10	10	10	10	11	10	2	10	10	11	11	26	11	11	10	14	14	14	13	13	14	14	10	10	14	14	14	11	27	27	27	27	2	4	4	4	27	14	4	14	29	11	11	27	12	11	11	14	14	14	
12	12	31	4	4	28	28	28	28	28	28	4	4	4	10	10	10	10	10	27	13	11	11	13	13	13	13	13	13	13	13	13	10	10	10	10	4	13	10	27	4	10	10	10	4	13	2	27	4	29	13	12	12	14	13	14	14	14	14	14	
9	3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	27	2	13	11	11	9	13	11	14	2	5	13	13	2	13	13	13	13	13	11	13	4	4	4	4	4	11	4	4	4	4	4	4	11	12	4	4	29	4	14	13	13	
4	4	31	14	11	28	28	2	4	4	4	3	4	4	10	10	2	2	11	14	10	10	13	14	14	14	13	13	14	12	10	10	27	11	11	11	12	29	4	4	29	29	29	29	12	4	4	4	4	4	27	27	14	14	14	23	23	23	23	23	
3	3	3	3	3	3	3	3	4	4	10	10	10	11	11	10	11	13	13	13	13	6	6	13	5	6	6	13	13	13	13	6	2	11	11	11	11	11	27	27	4	29	29	29	4	11	27	4	11	12	2	4	4	27	4	12	14	6	6	6	
28	10	10	10	11	10	11	11	11	11	10	10	10	10	10	10	10	26	2	4	11	11	14	14	14	13	14	14	14	14	14	23	13	10	14	13	4	4	4	4	4	4	4	28	31	29	29	11	11	14	4	4	2	11	11	11	11	14	11	14	
10	10	4	4	10	4	4	4	11	11	11	11	11	11	10	10	10	9	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	11	11	11	4	4	11	13	23	29	31	31	31	29	29	11	11	11	4	11	12	12	12	12	12	13	11	11	
31	4	11	11	28	11	11	11	11	11	11	28	11	11	11	11	11	11	11	11	10	11	13	13	13	13	13	13	13	13	13	11	11	14	13	13	13	4	4	4	4	12	27	11	4	4	4	29	14	4	27	27	12	12	12	12	14	14	14	14	
